"_source/netflow/ipv4_src_addr","_source/netflow/in_bytes","_source/netflow/in_pkts","_source/netflow/l4_dst_port","_source/netflow/l4_src_port","_source/netflow/ipv4_dst_addr","_source/netflow/flow_seq_num","_source/netflow/tcp_flags","_source/@timestamp","Anomaly"
"192.168.1.102",2310,18,22,58890,"192.168.1.108",5633,27,2018-04-04 18:50:01,1
"192.168.1.102",2310,18,22,58894,"192.168.1.108",5633,27,2018-04-04 18:50:01,1
"192.168.1.102",2310,18,22,58888,"192.168.1.108",5627,27,2018-04-04 18:50:01,1
"192.168.1.102",2310,18,22,58902,"192.168.1.108",5640,27,2018-04-04 18:50:01,1
"192.168.1.102",2310,18,22,58904,"192.168.1.108",5640,27,2018-04-04 18:50:01,1
"192.168.1.102",2310,18,22,58936,"192.168.1.108",5656,27,2018-04-04 18:52:01,1
"192.168.1.102",2310,18,22,58944,"192.168.1.108",5664,27,2018-04-04 18:52:01,1
"192.168.1.102",2310,18,22,58950,"192.168.1.108",5671,27,2018-04-04 18:52:01,1
"192.168.1.102",2310,18,22,59006,"192.168.1.108",5707,27,2018-04-04 18:55:01,1
"192.168.1.102",2310,18,22,59064,"192.168.1.108",5740,27,2018-04-04 18:57:01,1
"192.168.1.102",2310,18,22,59052,"192.168.1.108",5734,27,2018-04-04 18:57:01,1
"192.168.1.102",2310,18,22,58918,"192.168.1.108",5647,27,2018-04-04 18:51:01,1
"192.168.1.102",2310,18,22,58916,"192.168.1.108",5647,27,2018-04-04 18:51:01,1
"192.168.1.102",2310,18,22,58926,"192.168.1.108",5653,27,2018-04-04 18:51:01,1
"192.168.1.102",2310,18,22,58928,"192.168.1.108",5653,27,2018-04-04 18:51:01,1
"192.168.1.102",2310,18,22,58990,"192.168.1.108",5697,27,2018-04-04 18:54:01,1
"192.168.1.102",2310,18,22,58996,"192.168.1.108",5704,27,2018-04-04 18:54:01,1
"192.168.1.102",2310,18,22,58998,"192.168.1.108",5704,27,2018-04-04 18:54:01,1
"192.168.1.102",2310,18,22,59030,"192.168.1.108",5720,27,2018-04-04 18:56:01,1
"192.168.1.102",2310,18,22,59040,"192.168.1.108",5720,27,2018-04-04 18:56:01,1
"192.168.1.102",2374,19,22,59038,"192.168.1.108",5726,27,2018-04-04 18:56:01,1
"192.168.1.102",2310,18,22,59042,"192.168.1.108",5726,27,2018-04-04 18:56:01,1
"192.168.1.102",2310,18,22,59092,"192.168.1.108",5754,27,2018-04-04 18:58:01,1
"192.168.1.102",2310,18,22,59090,"192.168.1.108",5754,27,2018-04-04 18:58:01,1
"192.168.1.102",2310,18,22,59096,"192.168.1.108",5761,27,2018-04-04 18:58:01,1
"192.168.1.102",2310,18,22,59242,"192.168.1.108",5866,27,2018-04-04 19:05:01,1
"192.168.1.102",2310,18,22,59204,"192.168.1.108",5831,27,2018-04-04 19:03:01,1
"192.168.1.102",2310,18,22,59198,"192.168.1.108",5825,27,2018-04-04 19:03:01,1
"192.168.1.102",2326,18,22,59212,"192.168.1.108",5843,27,2018-04-04 19:03:01,1
"192.168.1.102",2258,17,22,59214,"192.168.1.108",5843,27,2018-04-04 19:03:01,1
"192.168.1.102",2326,18,22,59216,"192.168.1.108",5843,27,2018-04-04 19:03:01,1
"192.168.1.102",2310,18,22,59128,"192.168.1.108",5785,27,2018-04-04 19:00:01,1
"192.168.1.102",2310,18,22,59134,"192.168.1.108",5785,27,2018-04-04 19:00:01,1
"192.168.1.102",2310,18,22,59274,"192.168.1.108",5889,27,2018-04-04 19:06:01,1
"192.168.1.102",2310,18,22,59268,"192.168.1.108",5889,27,2018-04-04 19:06:01,1
"192.168.1.102",2310,18,22,59110,"192.168.1.108",5769,27,2018-04-04 18:59:01,1
"192.168.1.102",2310,18,22,59112,"192.168.1.108",5769,27,2018-04-04 18:59:01,1
"192.168.1.102",2310,18,22,59116,"192.168.1.108",5769,27,2018-04-04 18:59:01,1
"192.168.1.102",2310,18,22,59240,"192.168.1.108",5862,27,2018-04-04 19:04:01,1
"192.168.1.102",2310,18,22,59226,"192.168.1.108",5855,27,2018-04-04 19:04:01,1
"192.168.1.102",2310,18,22,59228,"192.168.1.108",5855,27,2018-04-04 19:04:01,1
"192.168.1.102",2310,18,22,59308,"192.168.1.108",5924,27,2018-04-04 19:07:01,1
"192.168.1.102",2310,18,22,59312,"192.168.1.108",5924,27,2018-04-04 19:07:01,1
"192.168.1.102",2310,18,22,59154,"192.168.1.108",5797,27,2018-04-04 19:01:01,1
"192.168.1.102",2310,18,22,59180,"192.168.1.108",5810,27,2018-04-04 19:02:01,1
"192.168.1.102",2310,18,22,59186,"192.168.1.108",5816,27,2018-04-04 19:02:01,1
"192.168.1.102",2310,18,22,59176,"192.168.1.108",5810,27,2018-04-04 19:02:01,1
"192.168.1.102",2310,18,22,59492,"192.168.1.108",6039,27,2018-04-04 19:15:01,1
"192.168.1.102",2310,18,22,59500,"192.168.1.108",6045,27,2018-04-04 19:15:01,1
"192.168.1.102",2310,18,22,59484,"192.168.1.108",6033,27,2018-04-04 19:15:01,1
"192.168.1.102",2310,18,22,59504,"192.168.1.108",6045,27,2018-04-04 19:15:01,1
"192.168.1.102",2310,18,22,59530,"192.168.1.108",6067,27,2018-04-04 19:16:01,1
"192.168.1.102",2310,18,22,59514,"192.168.1.108",6056,27,2018-04-04 19:16:01,1
"192.168.1.102",2310,18,22,59354,"192.168.1.108",5951,27,2018-04-04 19:09:01,1
"192.168.1.102",2310,18,22,59360,"192.168.1.108",5957,27,2018-04-04 19:09:01,1
"192.168.1.102",2310,18,22,59328,"192.168.1.108",5937,27,2018-04-04 19:08:01,1
"192.168.1.102",2310,18,22,59330,"192.168.1.108",5937,27,2018-04-04 19:08:01,1
"192.168.1.102",2310,18,22,59320,"192.168.1.108",5931,27,2018-04-04 19:08:01,1
"192.168.1.102",2310,18,22,59388,"192.168.1.108",5973,27,2018-04-04 19:11:01,1
"192.168.1.102",2310,18,22,59392,"192.168.1.108",5973,27,2018-04-04 19:11:01,1
"192.168.1.102",2310,18,22,59394,"192.168.1.108",5973,27,2018-04-04 19:11:01,1
"192.168.1.102",2310,18,22,59396,"192.168.1.108",5973,27,2018-04-04 19:11:01,1
"192.168.1.102",2326,18,22,59454,"192.168.1.108",6014,27,2018-04-04 19:13:01,1
"192.168.1.102",2310,18,22,59438,"192.168.1.108",6002,27,2018-04-04 19:13:01,1
"192.168.1.102",2310,18,22,59446,"192.168.1.108",6008,27,2018-04-04 19:13:01,1
"192.168.1.102",2374,19,22,59442,"192.168.1.108",6002,27,2018-04-04 19:13:01,1
"192.168.1.102",2310,18,22,59368,"192.168.1.108",5959,27,2018-04-04 19:10:01,1
"192.168.1.102",2310,18,22,59376,"192.168.1.108",5965,27,2018-04-04 19:10:01,1
"192.168.1.102",2310,18,22,59386,"192.168.1.108",5972,27,2018-04-04 19:10:01,1
"192.168.1.102",2310,18,22,59432,"192.168.1.108",5994,27,2018-04-04 19:12:01,1
"192.168.1.102",2310,18,22,59420,"192.168.1.108",5988,27,2018-04-04 19:12:01,1
"192.168.1.102",2258,17,22,59656,"192.168.1.108",6147,27,2018-04-04 19:22:01,1
"192.168.1.102",2310,18,22,59672,"192.168.1.108",6160,27,2018-04-04 19:22:01,1
"192.168.1.102",2310,18,22,59564,"192.168.1.108",6082,27,2018-04-04 19:18:01,1
"192.168.1.102",2310,18,22,59556,"192.168.1.108",6082,27,2018-04-04 19:18:01,1
"192.168.1.102",2310,18,22,59576,"192.168.1.108",6095,27,2018-04-04 19:18:01,1
"192.168.1.102",2310,18,22,59548,"192.168.1.108",6074,27,2018-04-04 19:17:01,1
"192.168.1.102",2310,18,22,59552,"192.168.1.108",6074,27,2018-04-04 19:17:01,1
"192.168.1.102",2310,18,22,59536,"192.168.1.108",6068,27,2018-04-04 19:17:01,1
"192.168.1.102",2310,18,22,59542,"192.168.1.108",6068,27,2018-04-04 19:17:01,1
"192.168.1.102",2310,18,22,59706,"192.168.1.108",6190,27,2018-04-04 19:24:01,1
"192.168.1.102",2310,18,22,59710,"192.168.1.108",6196,27,2018-04-04 19:24:01,1
"192.168.1.102",2310,18,22,59714,"192.168.1.108",6196,27,2018-04-04 19:24:01,1
"192.168.1.102",2310,18,22,59720,"192.168.1.108",6202,27,2018-04-04 19:24:01,1
"192.168.1.102",2310,18,22,59688,"192.168.1.108",6182,27,2018-04-04 19:23:01,1
"192.168.1.102",2374,19,22,59616,"192.168.1.108",6125,27,2018-04-04 19:20:01,1
"192.168.1.102",2310,18,22,59604,"192.168.1.108",6119,27,2018-04-04 19:20:01,1
"192.168.1.102",2310,18,22,59606,"192.168.1.108",6119,27,2018-04-04 19:20:01,1
"192.168.1.102",2310,18,22,59624,"192.168.1.108",6125,27,2018-04-04 19:20:01,1
"192.168.1.102",2310,18,22,59738,"192.168.1.108",6211,27,2018-04-04 19:25:01,1
"192.168.1.102",2310,18,22,59724,"192.168.1.108",6204,27,2018-04-04 19:25:01,1
"192.168.1.102",2326,18,22,59740,"192.168.1.108",6211,27,2018-04-04 19:25:01,1
"192.168.1.102",2310,18,22,59734,"192.168.1.108",6211,27,2018-04-04 19:25:01,1
"192.168.1.102",2310,18,22,59744,"192.168.1.108",6217,27,2018-04-04 19:25:01,1
"192.168.1.102",2310,18,22,59638,"192.168.1.108",6138,27,2018-04-04 19:21:01,1
"192.168.1.102",2310,18,22,59644,"192.168.1.108",6138,27,2018-04-04 19:21:01,1
"192.168.1.102",2310,18,22,59602,"192.168.1.108",6117,27,2018-04-04 19:19:01,1
"192.168.1.102",2326,18,22,59788,"192.168.1.108",6240,27,2018-04-04 19:27:01,1
"192.168.1.102",2310,18,22,59792,"192.168.1.108",6246,27,2018-04-04 19:27:01,1
"192.168.1.102",2310,18,22,59876,"192.168.1.108",6290,27,2018-04-04 19:31:01,1
"192.168.1.102",2310,18,22,59878,"192.168.1.108",6290,27,2018-04-04 19:31:01,1
"192.168.1.102",2310,18,22,59848,"192.168.1.108",6276,27,2018-04-04 19:30:01,1
"192.168.1.102",2310,18,22,59856,"192.168.1.108",6276,27,2018-04-04 19:30:01,1
"192.168.1.102",2310,18,22,59804,"192.168.1.108",6248,27,2018-04-04 19:28:01,1
"192.168.1.102",2310,18,22,59896,"192.168.1.108",6305,27,2018-04-04 19:32:01,1
"192.168.1.102",2310,18,22,59902,"192.168.1.108",6305,27,2018-04-04 19:32:01,1
"192.168.1.102",2326,18,22,60120,"192.168.1.108",6451,27,2018-04-04 19:41:01,1
"192.168.1.102",2310,18,22,60128,"192.168.1.108",6458,27,2018-04-04 19:41:01,1
"192.168.1.102",2310,18,22,60130,"192.168.1.108",6458,27,2018-04-04 19:41:01,1
"192.168.1.102",2310,18,22,60138,"192.168.1.108",6465,27,2018-04-04 19:41:01,1
"192.168.1.102",2310,18,22,60134,"192.168.1.108",6465,27,2018-04-04 19:41:01,1
"192.168.1.102",2310,18,22,60054,"192.168.1.108",6407,27,2018-04-04 19:38:01,1
"192.168.1.102",2310,18,22,60042,"192.168.1.108",6401,27,2018-04-04 19:38:01,1
"192.168.1.102",2310,18,22,60044,"192.168.1.108",6401,27,2018-04-04 19:38:01,1
"192.168.1.102",2310,18,22,60064,"192.168.1.108",6415,27,2018-04-04 19:38:01,1
"192.168.1.102",2310,18,22,59924,"192.168.1.108",6318,27,2018-04-04 19:33:01,1
"192.168.1.102",2310,18,22,59934,"192.168.1.108",6325,27,2018-04-04 19:33:01,1
"192.168.1.102",2310,18,22,59922,"192.168.1.108",6318,27,2018-04-04 19:33:01,1
"192.168.1.102",2310,18,22,60030,"192.168.1.108",6389,27,2018-04-04 19:37:01,1
"192.168.1.102",2310,18,22,60032,"192.168.1.108",6389,27,2018-04-04 19:37:01,1
"192.168.1.102",2310,18,22,60040,"192.168.1.108",6396,27,2018-04-04 19:37:01,1
"192.168.1.102",2310,18,22,60082,"192.168.1.108",6427,27,2018-04-04 19:39:01,1
"192.168.1.102",2310,18,22,59956,"192.168.1.108",6342,27,2018-04-04 19:34:01,1
"192.168.1.102",2310,18,22,59960,"192.168.1.108",6342,27,2018-04-04 19:34:01,1
"192.168.1.102",2310,18,22,59964,"192.168.1.108",6342,27,2018-04-04 19:34:01,1
"192.168.1.102",2310,18,22,60010,"192.168.1.108",6376,27,2018-04-04 19:36:01,1
"192.168.1.102",2310,18,22,60092,"192.168.1.108",6437,27,2018-04-04 19:40:01,1
"192.168.1.102",2310,18,22,60106,"192.168.1.108",6443,27,2018-04-04 19:40:01,1
"192.168.1.102",2310,18,22,60298,"192.168.1.108",6573,27,2018-04-04 19:48:01,1
"192.168.1.102",2326,18,22,60294,"192.168.1.108",6573,27,2018-04-04 19:48:01,1
"192.168.1.102",2310,18,22,60306,"192.168.1.108",6579,27,2018-04-04 19:48:01,1
"192.168.1.102",2310,18,22,60274,"192.168.1.108",6552,27,2018-04-04 19:47:01,1
"192.168.1.102",2310,18,22,60272,"192.168.1.108",6552,27,2018-04-04 19:47:01,1
"192.168.1.102",2310,18,22,60260,"192.168.1.108",6545,27,2018-04-04 19:47:01,1
"192.168.1.102",2310,18,22,60262,"192.168.1.108",6545,27,2018-04-04 19:47:01,1
"192.168.1.102",2310,18,22,60164,"192.168.1.108",6484,27,2018-04-04 19:43:01,1
"192.168.1.102",2310,18,22,60176,"192.168.1.108",6489,27,2018-04-04 19:43:01,1
"192.168.1.102",2326,18,22,60178,"192.168.1.108",6496,27,2018-04-04 19:43:01,1
"192.168.1.102",2310,18,22,60150,"192.168.1.108",6477,27,2018-04-04 19:42:01,1
"192.168.1.102",2310,18,22,60196,"192.168.1.108",6502,27,2018-04-04 19:44:01,1
"192.168.1.102",2310,18,22,60206,"192.168.1.108",6514,27,2018-04-04 19:44:01,1
"192.168.1.102",2310,18,22,60208,"192.168.1.108",6514,27,2018-04-04 19:44:01,1
"192.168.1.102",2310,18,22,60330,"192.168.1.108",6596,27,2018-04-04 19:49:01,1
"192.168.1.102",2310,18,22,60312,"192.168.1.108",6583,27,2018-04-04 19:49:01,1
"192.168.1.102",2310,18,22,60248,"192.168.1.108",6537,27,2018-04-04 19:46:01,1
"192.168.1.102",2310,18,22,60240,"192.168.1.108",6531,27,2018-04-04 19:46:01,1
"192.168.1.102",2310,18,22,60242,"192.168.1.108",6531,27,2018-04-04 19:46:01,1
"192.168.1.102",2310,18,22,60228,"192.168.1.108",6524,27,2018-04-04 19:45:01,1
"192.168.1.102",2310,18,22,60226,"192.168.1.108",6524,27,2018-04-04 19:45:01,1
"192.168.1.102",2310,18,22,60340,"192.168.1.108",6604,27,2018-04-04 19:50:01,1
"192.168.1.102",2310,18,22,60346,"192.168.1.108",6604,27,2018-04-04 19:50:01,1
"192.168.1.102",2310,18,22,60348,"192.168.1.108",6604,27,2018-04-04 19:50:01,1
"192.168.1.102",2310,18,22,60402,"192.168.1.108",6643,27,2018-04-04 19:53:01,1
"192.168.1.102",2310,18,22,60414,"192.168.1.108",6649,27,2018-04-04 19:53:01,1
"192.168.1.102",2310,18,22,60364,"192.168.1.108",6619,27,2018-04-04 19:51:01,1
"192.168.1.102",2310,18,22,60358,"192.168.1.108",6613,27,2018-04-04 19:51:01,1
"192.168.1.102",2310,18,22,60430,"192.168.1.108",6667,27,2018-04-04 19:54:01,1
"192.168.1.102",2310,18,22,60482,"192.168.1.108",6697,27,2018-04-04 19:56:01,1
"192.168.1.102",2310,18,22,60496,"192.168.1.108",6709,27,2018-04-04 19:56:01,1
"192.168.1.102",2310,18,22,60468,"192.168.1.108",6688,27,2018-04-04 19:55:01,1
"192.168.1.102",2310,18,22,60472,"192.168.1.108",6694,27,2018-04-04 19:55:01,1
"192.168.1.102",2310,18,22,60474,"192.168.1.108",6694,27,2018-04-04 19:55:01,1
"192.168.1.102",2310,18,22,60380,"192.168.1.108",6632,27,2018-04-04 19:52:01,1
"192.168.1.102",2310,18,22,60520,"192.168.1.108",6724,27,2018-04-04 19:58:01,1
"192.168.1.102",2310,18,22,60562,"192.168.1.108",6747,27,2018-04-04 19:59:01,1
"192.168.1.102",2310,18,22,60650,"192.168.1.108",6805,27,2018-04-04 20:03:01,1
"192.168.1.102",2310,18,22,60648,"192.168.1.108",6805,27,2018-04-04 20:03:01,1
"192.168.1.102",2310,18,22,60646,"192.168.1.108",6799,27,2018-04-04 20:03:01,1
"192.168.1.102",2310,18,22,60662,"192.168.1.108",6812,27,2018-04-04 20:03:01,1
"192.168.1.102",2310,18,22,60660,"192.168.1.108",6812,27,2018-04-04 20:03:01,1
"192.168.1.102",2310,18,22,60674,"192.168.1.108",6823,27,2018-04-04 20:04:01,1
"192.168.1.102",2310,18,22,60680,"192.168.1.108",6823,27,2018-04-04 20:04:01,1
"192.168.1.102",2310,18,22,60666,"192.168.1.108",6819,27,2018-04-04 20:04:01,1
"192.168.1.102",2310,18,22,60724,"192.168.1.108",6856,27,2018-04-04 20:06:01,1
"192.168.1.102",2310,18,22,60718,"192.168.1.108",6850,27,2018-04-04 20:06:01,1
"192.168.1.102",2310,18,22,60720,"192.168.1.108",6850,27,2018-04-04 20:06:01,1
"192.168.1.102",2310,18,22,60726,"192.168.1.108",6856,27,2018-04-04 20:06:01,1
"192.168.1.102",2310,18,22,60730,"192.168.1.108",6856,27,2018-04-04 20:06:01,1
"192.168.1.102",2310,18,22,60742,"192.168.1.108",6863,27,2018-04-04 20:07:01,1
"192.168.1.102",2310,18,22,60762,"192.168.1.108",6877,27,2018-04-04 20:07:01,1
"192.168.1.102",2310,18,22,60740,"192.168.1.108",6863,27,2018-04-04 20:07:01,1
"192.168.1.102",2310,18,22,60612,"192.168.1.108",6782,27,2018-04-04 20:01:01,1
"192.168.1.102",2310,18,22,60614,"192.168.1.108",6782,27,2018-04-04 20:01:01,1
"192.168.1.102",2310,18,22,60616,"192.168.1.108",6782,27,2018-04-04 20:01:01,1
"192.168.1.102",2310,18,22,60618,"192.168.1.108",6787,27,2018-04-04 20:02:01,1
"192.168.1.102",2310,18,22,60630,"192.168.1.108",6793,27,2018-04-04 20:02:01,1
"192.168.1.102",2310,18,22,60622,"192.168.1.108",6787,27,2018-04-04 20:02:01,1
"192.168.1.102",2310,18,22,60636,"192.168.1.108",6793,27,2018-04-04 20:02:01,1
"192.168.1.102",2310,18,22,60638,"192.168.1.108",6793,27,2018-04-04 20:02:01,1
"192.168.1.102",2310,18,22,60590,"192.168.1.108",6767,27,2018-04-04 20:00:01,1
"192.168.1.102",2310,18,22,60700,"192.168.1.108",6838,27,2018-04-04 20:05:01,1
"192.168.1.102",2310,18,22,60708,"192.168.1.108",6844,27,2018-04-04 20:05:01,1
"192.168.1.102",2310,18,22,60874,"192.168.1.108",6950,27,2018-04-04 20:12:01,1
"192.168.1.102",2310,18,22,60876,"192.168.1.108",6950,27,2018-04-04 20:12:01,1
"192.168.1.102",2310,18,22,60878,"192.168.1.108",6950,27,2018-04-04 20:12:01,1
"192.168.1.102",2374,19,22,60830,"192.168.1.108",6916,27,2018-04-04 20:10:01,1
"192.168.1.102",2310,18,22,60824,"192.168.1.108",6916,27,2018-04-04 20:10:01,1
"192.168.1.102",2310,18,22,60816,"192.168.1.108",6910,27,2018-04-04 20:10:01,1
"192.168.1.102",2310,18,22,60908,"192.168.1.108",6974,27,2018-04-04 20:14:01,1
"192.168.1.102",2310,18,22,60920,"192.168.1.108",6980,27,2018-04-04 20:14:01,1
"192.168.1.102",2310,18,22,60914,"192.168.1.108",6974,27,2018-04-04 20:14:01,1
"192.168.1.102",2310,18,22,60838,"192.168.1.108",6923,27,2018-04-04 20:11:01,1
"192.168.1.102",2310,18,22,60810,"192.168.1.108",6906,27,2018-04-04 20:09:01,1
"192.168.1.102",2310,18,22,60768,"192.168.1.108",6881,27,2018-04-04 20:08:01,1
"192.168.1.102",2310,18,22,60932,"192.168.1.108",6987,27,2018-04-04 20:15:01,1
"192.168.1.102",2310,18,22,60828,"192.168.1.108",6916,27,2018-04-04 20:10:01,1
"192.168.1.102",2310,18,22,60978,"192.168.1.108",7035,27,2018-04-04 20:17:01,1
"192.168.1.102",2310,18,22,60884,"192.168.1.108",6955,27,2018-04-04 20:13:01,1
"192.168.1.102",2310,18,22,60886,"192.168.1.108",6955,27,2018-04-04 20:13:01,1
"192.168.1.102",2310,18,22,60888,"192.168.1.108",6955,27,2018-04-04 20:13:01,1
"192.168.1.102",2310,18,22,60906,"192.168.1.108",6968,27,2018-04-04 20:13:01,1
"192.168.1.102",2310,18,22,60964,"192.168.1.108",7013,27,2018-04-04 20:16:01,1
"192.168.1.102",2310,18,22,32770,"192.168.1.108",7056,27,2018-04-04 20:18:01,1
"192.168.1.102",2310,18,22,32772,"192.168.1.108",7056,27,2018-04-04 20:18:01,1
"192.168.1.102",2326,18,22,32834,"192.168.1.108",7097,27,2018-04-04 20:20:01,1
"192.168.1.102",2310,18,22,32818,"192.168.1.108",7091,27,2018-04-04 20:20:01,1
"192.168.1.102",2310,18,22,32816,"192.168.1.108",7091,27,2018-04-04 20:20:01,1
"192.168.1.102",2310,18,22,32810,"192.168.1.108",7085,27,2018-04-04 20:19:01,1
"192.168.1.102",2310,18,22,32792,"192.168.1.108",7073,27,2018-04-04 20:19:01,1
"192.168.1.102",2310,18,22,32980,"192.168.1.108",7189,27,2018-04-04 20:26:01,1
"192.168.1.102",2310,18,22,32968,"192.168.1.108",7183,27,2018-04-04 20:26:01,1
"192.168.1.102",2310,18,22,33004,"192.168.1.108",7209,27,2018-04-04 20:27:01,1
"192.168.1.102",2310,18,22,32854,"192.168.1.108",7110,27,2018-04-04 20:21:01,1
"192.168.1.102",2310,18,22,32840,"192.168.1.108",7103,27,2018-04-04 20:21:01,1
"192.168.1.102",2310,18,22,32848,"192.168.1.108",7103,27,2018-04-04 20:21:01,1
"192.168.1.102",2322,18,22,32862,"192.168.1.108",7116,27,2018-04-04 20:21:01,1
"192.168.1.102",2310,18,22,33040,"192.168.1.108",7227,27,2018-04-04 20:29:01,1
"192.168.1.102",2310,18,22,33050,"192.168.1.108",7234,27,2018-04-04 20:29:01,1
"192.168.1.102",2310,18,22,33052,"192.168.1.108",7234,27,2018-04-04 20:29:01,1
"192.168.1.102",2310,18,22,32932,"192.168.1.108",7160,27,2018-04-04 20:25:01,1
"192.168.1.102",2310,18,22,32942,"192.168.1.108",7167,27,2018-04-04 20:25:01,1
"192.168.1.102",2310,18,22,32936,"192.168.1.108",7160,27,2018-04-04 20:25:01,1
"192.168.1.102",2310,18,22,32956,"192.168.1.108",7173,27,2018-04-04 20:25:01,1
"192.168.1.102",2326,18,22,32952,"192.168.1.108",7167,27,2018-04-04 20:25:01,1
"192.168.1.102",2310,18,22,32900,"192.168.1.108",7138,27,2018-04-04 20:23:01,1
"192.168.1.102",2326,18,22,32904,"192.168.1.108",7138,27,2018-04-04 20:23:01,1
"192.168.1.102",2310,18,22,32890,"192.168.1.108",7131,27,2018-04-04 20:23:01,1
"192.168.1.102",2374,19,22,32910,"192.168.1.108",7146,27,2018-04-04 20:24:01,1
"192.168.1.102",2310,18,22,32924,"192.168.1.108",7152,27,2018-04-04 20:24:01,1
"192.168.1.102",2310,18,22,33008,"192.168.1.108",7215,27,2018-04-04 20:28:01,1
"192.168.1.102",2310,18,22,32870,"192.168.1.108",7118,27,2018-04-04 20:22:01,1
"192.168.1.102",2310,18,22,33180,"192.168.1.108",7319,27,2018-04-04 20:35:01,1
"192.168.1.102",2310,18,22,33184,"192.168.1.108",7319,27,2018-04-04 20:35:01,1
"192.168.1.102",2310,18,22,33188,"192.168.1.108",7326,27,2018-04-04 20:35:01,1
"192.168.1.102",2310,18,22,33196,"192.168.1.108",7332,27,2018-04-04 20:35:01,1
"192.168.1.102",2310,18,22,33150,"192.168.1.108",7299,27,2018-04-04 20:33:01,1
"192.168.1.102",2310,18,22,33132,"192.168.1.108",7284,27,2018-04-04 20:33:01,1
"192.168.1.102",2310,18,22,33100,"192.168.1.108",7268,27,2018-04-04 20:31:01,1
"192.168.1.102",2258,17,22,33102,"192.168.1.108",7268,27,2018-04-04 20:31:01,1
"192.168.1.102",2310,18,22,33268,"192.168.1.108",7372,27,2018-04-04 20:38:01,1
"192.168.1.102",2310,18,22,33270,"192.168.1.108",7372,27,2018-04-04 20:38:01,1
"192.168.1.102",2310,18,22,33170,"192.168.1.108",7312,27,2018-04-04 20:34:01,1
"192.168.1.102",2310,18,22,33104,"192.168.1.108",7271,27,2018-04-04 20:32:01,1
"192.168.1.102",2310,18,22,33218,"192.168.1.108",7342,27,2018-04-04 20:36:01,1
"192.168.1.102",2310,18,22,33244,"192.168.1.108",7357,27,2018-04-04 20:37:01,1
"192.168.1.102",2310,18,22,33232,"192.168.1.108",7350,27,2018-04-04 20:37:01,1
"192.168.1.102",2326,18,22,33246,"192.168.1.108",7363,27,2018-04-04 20:37:01,1
"192.168.1.102",2326,18,22,33248,"192.168.1.108",7363,27,2018-04-04 20:37:01,1
"192.168.1.102",2310,18,22,33060,"192.168.1.108",7245,27,2018-04-04 20:30:01,1
"192.168.1.102",2310,18,22,33062,"192.168.1.108",7245,27,2018-04-04 20:30:01,1
"192.168.1.102",2310,18,22,33072,"192.168.1.108",7251,27,2018-04-04 20:30:01,1
"192.168.1.102",2310,18,22,33330,"192.168.1.108",7409,27,2018-04-04 20:41:01,1
"192.168.1.102",2310,18,22,33344,"192.168.1.108",7423,27,2018-04-04 20:41:01,1
"192.168.1.102",2310,18,22,33456,"192.168.1.108",7495,27,2018-04-04 20:46:01,1
"192.168.1.102",2310,18,22,33466,"192.168.1.108",7503,27,2018-04-04 20:46:01,1
"192.168.1.102",2310,18,22,33382,"192.168.1.108",7445,27,2018-04-04 20:43:01,1
"192.168.1.102",2310,18,22,33390,"192.168.1.108",7453,27,2018-04-04 20:43:01,1
"192.168.1.102",2310,18,22,33378,"192.168.1.108",7439,27,2018-04-04 20:43:01,1
"192.168.1.102",2310,18,22,33288,"192.168.1.108",7386,27,2018-04-04 20:39:01,1
"192.168.1.102",2310,18,22,33284,"192.168.1.108",7386,27,2018-04-04 20:39:01,1
"192.168.1.102",2310,18,22,33298,"192.168.1.108",7392,27,2018-04-04 20:39:01,1
"192.168.1.102",2310,18,22,33306,"192.168.1.108",7397,27,2018-04-04 20:40:01,1
"192.168.1.102",2310,18,22,33310,"192.168.1.108",7397,27,2018-04-04 20:40:01,1
"192.168.1.102",2310,18,22,33416,"192.168.1.108",7471,27,2018-04-04 20:44:01,1
"192.168.1.102",2310,18,22,33468,"192.168.1.108",7507,27,2018-04-04 20:47:01,1
"192.168.1.102",2310,18,22,33472,"192.168.1.108",7507,27,2018-04-04 20:47:01,1
"192.168.1.102",2310,18,22,33480,"192.168.1.108",7514,27,2018-04-04 20:47:01,1
"192.168.1.102",2310,18,22,33500,"192.168.1.108",7528,27,2018-04-04 20:48:01,1
"192.168.1.102",2310,18,22,33502,"192.168.1.108",7528,27,2018-04-04 20:48:01,1
"192.168.1.102",2310,18,22,33506,"192.168.1.108",7528,27,2018-04-04 20:48:01,1
"192.168.1.102",1570,13,22,33786,"192.168.1.108",7560,30,2018-04-04 20:50:01,1
"192.168.1.102",2310,18,22,33546,"192.168.1.108",7554,27,2018-04-04 20:50:01,1
"192.168.1.102",1718,14,22,33782,"192.168.1.108",7554,30,2018-04-04 20:50:01,1
"192.168.1.102",1957,15,22,50693,"192.168.1.108",820,27,2018-04-04 00:18:01,1
"192.168.1.102",1905,14,22,50684,"192.168.1.108",812,27,2018-04-04 00:17:01,1
"192.168.1.102",2310,18,22,55764,"192.168.1.108",1535,27,2018-04-04 16:42:01,1
"192.168.1.102",2310,18,22,55926,"192.168.1.108",1642,27,2018-04-04 16:47:01,1
"192.168.1.102",2310,18,22,55928,"192.168.1.108",1648,27,2018-04-04 16:47:01,1
